x-axis,1,2
second,Volt,Volt
-5.000000E-06,+22.251256257296E+00,+9.044724042993E+00
-4.995000E-06,+22.251256257296E+00,+9.069849670865E+00
-4.990000E-06,+22.251256257296E+00,+9.019598415121E+00
-4.985000E-06,+22.251256257296E+00,+9.019598415121E+00
-4.980000E-06,+22.246231131721E+00,+9.059799419716E+00
-4.975000E-06,+22.236180880573E+00,+8.999497912824E+00
-4.970000E-06,+22.251256257296E+00,+8.999497912824E+00
-4.965000E-06,+22.251256257296E+00,+9.034673791844E+00
-4.960000E-06,+22.251256257296E+00,+9.004523038398E+00
-4.955000E-06,+22.251256257296E+00,+9.049749168567E+00
-4.950000E-06,+22.251256257296E+00,+9.034673791844E+00
-4.945000E-06,+22.251256257296E+00,+9.074874796439E+00
-4.940000E-06,+22.231155754998E+00,+8.999497912824E+00
-4.935000E-06,+22.251256257296E+00,+9.014573289547E+00
-4.930000E-06,+22.251256257296E+00,+9.019598415121E+00
-4.925000E-06,+22.251256257296E+00,+9.049749168567E+00
-4.920000E-06,+22.170854248107E+00,+8.999497912824E+00
-4.915000E-06,+22.251256257296E+00,+8.999497912824E+00
-4.910000E-06,+22.251256257296E+00,+9.034673791844E+00
-4.905000E-06,+22.251256257296E+00,+9.079899922013E+00
-4.900000E-06,+22.251256257296E+00,+9.059799419716E+00
-4.895000E-06,+22.251256257296E+00,+9.019598415121E+00
-4.890000E-06,+22.251256257296E+00,+9.029648666270E+00
-4.885000E-06,+22.201005001552E+00,+9.049749168567E+00
-4.880000E-06,+22.211055252701E+00,+9.079899922013E+00
-4.875000E-06,+22.221105503850E+00,+9.054774294142E+00
-4.870000E-06,+22.251256257296E+00,+9.064824545290E+00
-4.865000E-06,+22.216080378275E+00,+9.049749168567E+00
-4.860000E-06,+22.246231131721E+00,+9.074874796439E+00
-4.855000E-06,+22.236180880573E+00,+9.029648666270E+00
-4.850000E-06,+22.251256257296E+00,+9.059799419716E+00
-4.845000E-06,+22.251256257296E+00,+9.059799419716E+00
-4.840000E-06,+22.251256257296E+00,+9.079899922013E+00
-4.835000E-06,+22.251256257296E+00,+9.079899922013E+00
-4.830000E-06,+22.251256257296E+00,+9.069849670865E+00
-4.825000E-06,+22.251256257296E+00,+9.029648666270E+00
-4.820000E-06,+22.251256257296E+00,+9.059799419716E+00
-4.815000E-06,+22.241206006147E+00,+9.034673791844E+00
-4.810000E-06,+22.216080378275E+00,+9.029648666270E+00
-4.805000E-06,+22.241206006147E+00,+8.999497912824E+00
-4.800000E-06,+22.251256257296E+00,+9.024623540696E+00
