x-axis,1
second,Volt
-2.45000E-03,
-2.41875E-03,+24.19095473E+00
-2.38750E-03,+24.18090448E+00
-2.35625E-03,+24.17085423E+00
-2.32500E-03,+24.17085423E+00
-2.29375E-03,+24.18592960E+00
-2.26250E-03,+24.19095473E+00
-2.23125E-03,+24.19095473E+00
-2.20000E-03,+24.18592960E+00
-2.16875E-03,+24.17587935E+00
-2.13750E-03,+24.17085423E+00
-2.10625E-03,+24.17587935E+00
-2.07500E-03,+24.19095473E+00
-2.04375E-03,+24.20603011E+00
-2.01250E-03,+24.22613061E+00
-1.98125E-03,+24.25125624E+00
-1.95000E-03,+24.27638186E+00
-1.91875E-03,+24.26633161E+00
-1.88750E-03,+24.26130649E+00
-1.85625E-03,+24.25628136E+00
-1.82500E-03,+24.26130649E+00
-1.79375E-03,+24.25628136E+00
-1.76250E-03,+24.26633161E+00
-1.73125E-03,+24.25125624E+00
-1.70000E-03,+24.23618086E+00
-1.66875E-03,+24.22110548E+00
-1.63750E-03,+24.20100498E+00
-1.60625E-03,+24.19597985E+00
-1.57500E-03,+24.18090448E+00
-1.54375E-03,+24.18592960E+00
-1.51250E-03,+24.19597985E+00
-1.48125E-03,+24.19597985E+00
-1.45000E-03,+24.19095473E+00
-1.41875E-03,+24.18090448E+00
-1.38750E-03,+24.16080398E+00
-1.35625E-03,+24.15075372E+00
-1.32500E-03,+24.16080398E+00
-1.29375E-03,+24.18090448E+00
-1.26250E-03,+24.20100498E+00
-1.23125E-03,+24.22613061E+00
-1.20000E-03,+24.24623111E+00
-1.16875E-03,+24.25628136E+00
-1.13750E-03,+24.25628136E+00
-1.10625E-03,+24.25125624E+00
-1.07500E-03,+24.25125624E+00
-1.04375E-03,+24.25125624E+00
-1.01250E-03,+24.25628136E+00
-981.25E-06,+24.26633161E+00
-950.00E-06,+24.25628136E+00
-918.75E-06,+24.24120598E+00
-887.50E-06,+24.22613061E+00
-856.25E-06,+24.21608036E+00
-825.00E-06,+24.20100498E+00
-793.75E-06,+24.19597985E+00
-762.50E-06,+24.19597985E+00
-731.25E-06,+24.19597985E+00
-700.00E-06,+24.20100498E+00
-668.75E-06,+24.19095473E+00
-637.50E-06,+24.17587935E+00
-606.25E-06,+24.15577885E+00
-575.00E-06,+24.13567835E+00
-543.75E-06,+24.15075372E+00
-512.50E-06,+24.17085423E+00
-481.25E-06,+24.19597985E+00
-450.00E-06,+24.21608036E+00
-418.75E-06,+24.23618086E+00
-387.50E-06,+23.96984920E+00
-356.25E-06,+23.74874368E+00
-325.00E-06,+23.54271353E+00
-293.75E-06,+23.34673363E+00
-262.50E-06,+23.16582911E+00
-231.25E-06,+22.99497484E+00
-200.00E-06,+22.83417082E+00
-168.75E-06,+22.66834168E+00
-137.50E-06,+22.50753766E+00
-106.25E-06,+22.35678389E+00
-75.00E-06,+22.21608038E+00
-43.75E-06,+22.08040199E+00
-12.50E-06,+21.96482410E+00
+18.75E-06,+21.85427134E+00
+50.00E-06,+21.74371857E+00
+81.25E-06,+21.64824119E+00
+112.50E-06,+21.53768843E+00
+143.75E-06,+21.43216079E+00
+175.00E-06,+21.34673365E+00
+206.25E-06,+21.27638190E+00
+237.50E-06,+21.25628139E+00
+268.75E-06,+21.21608039E+00
+300.00E-06,+21.18592964E+00
+331.25E-06,+21.15577888E+00
+362.50E-06,+21.11557788E+00
+393.75E-06,+21.07537687E+00
+425.00E-06,+21.06030150E+00
+456.25E-06,+21.04020099E+00
+487.50E-06,+21.03517587E+00
+518.75E-06,+21.03517587E+00
+550.00E-06,+21.05025125E+00
+581.25E-06,+21.07537687E+00
+612.50E-06,+21.08040200E+00
+643.75E-06,+21.06532662E+00
+675.00E-06,+21.06532662E+00
+706.25E-06,+21.06532662E+00
+737.50E-06,+21.07537687E+00
+768.75E-06,+21.09045225E+00
+800.00E-06,+21.10552763E+00
+831.25E-06,+21.09045225E+00
+862.50E-06,+21.07537687E+00
+893.75E-06,+21.06532662E+00
+925.00E-06,+21.04522612E+00
+956.25E-06,+21.02010049E+00
+987.50E-06,+21.00502511E+00
+1.01875E-03,+21.09045225E+00
+1.05000E-03,+21.15075376E+00
+1.08125E-03,+21.22110551E+00
+1.11250E-03,+21.27135677E+00
+1.14375E-03,+21.31658290E+00
+1.17500E-03,+21.36180903E+00
+1.20625E-03,+21.38693466E+00
+1.23750E-03,+21.43216079E+00
+1.26875E-03,+21.47236179E+00
+1.30000E-03,+21.52261305E+00
+1.33125E-03,+21.57286430E+00
+1.36250E-03,+21.63819094E+00
+1.39375E-03,+21.68341707E+00
+1.42500E-03,+21.69346732E+00
+1.45625E-03,+21.70351757E+00
+1.48750E-03,+21.72864320E+00
+1.51875E-03,+21.74874370E+00
+1.55000E-03,+21.77889445E+00
+1.58125E-03,+21.80904521E+00
+1.61250E-03,+21.83919596E+00
+1.64375E-03,+21.85427134E+00
+1.67500E-03,+21.85427134E+00
+1.70625E-03,+21.85427134E+00
+1.73750E-03,+21.82914571E+00
+1.76875E-03,+21.81909546E+00
+1.80000E-03,+21.88944722E+00
+1.83125E-03,+21.94472360E+00
+1.86250E-03,+22.03015073E+00
+1.89375E-03,+22.10050249E+00
+1.92500E-03,+22.16080400E+00
+1.95625E-03,+22.21608038E+00
+1.98750E-03,+22.24120601E+00
+2.01875E-03,+22.26633163E+00
+2.05000E-03,+22.29145726E+00
+2.08125E-03,+22.32160802E+00
+2.11250E-03,+22.35175877E+00
+2.14375E-03,+22.38190952E+00
+2.17500E-03,+22.41708540E+00
+2.20625E-03,+22.40703515E+00
+2.23750E-03,+22.39195977E+00
+2.26875E-03,+22.39195977E+00
+2.30000E-03,+22.39195977E+00
+2.33125E-03,+22.39698490E+00
+2.36250E-03,+22.39195977E+00
+2.39375E-03,+22.41708540E+00
+2.42500E-03,+22.44221103E+00
+2.45625E-03,+22.45226128E+00
+2.48750E-03,+22.44723615E+00
+2.51875E-03,+22.43718590E+00
+2.55000E-03,+22.41708540E+00
+2.58125E-03,+22.43718590E+00
+2.61250E-03,+22.47738691E+00
+2.64375E-03,+22.51256279E+00
+2.67500E-03,+22.55778892E+00
+2.70625E-03,+22.61306530E+00
+2.73750E-03,+22.66834168E+00
+2.76875E-03,+22.69346731E+00
+2.80000E-03,+22.69849243E+00
+2.83125E-03,+22.69849243E+00
+2.86250E-03,+22.69849243E+00
+2.89375E-03,+22.69849243E+00
+2.92500E-03,+22.70854268E+00
+2.95625E-03,+22.71356781E+00
